,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,monthly,hourly,Salary,company_txt,Age,Python,Deep Learning,Spark,job_simp,seniority,desc_len
85,Data Science Trainee,"₹9,27,578 /yr (est.)","Company Overview
Incedo is a US-based consulting, data science and technology services firm with over 2,500 people helping clients from our six offices across US and India. We help our clients achieve competitive advantage through end-to-end digital transformation. Our uniqueness lies in bringing together strong engineering, data science, and design capabilities coupled with deep domain understanding. We combine services and products to maximize business impact for our clients in telecom, financial services, product engineering and life science & healthcare industries.

Working at Incedo will provide you an opportunity to work with industry leading client organizations, deep technology and domain experts, and global teams. Incedo University, our learning platform, provides ample learning opportunities starting with a structured onboarding program and carrying throughout various stages of your career. A variety of fun activities are also an integral part of our friendly work environment. Our flexible career paths allow you to grow into a program manager, a technical architect or a domain expert based on your skills and interests.
Role Description
The ideal candidate is a qualified engineering graduate with strong analytical skills and the ability to combine data from different sources. The person should be a self-motivated and detail-oriented individual with a passion for problem solving and continuous learning. Good communication skills, understanding of statistical analysis and EDA, and familiarity with several programming languages and data transformation tools will be a differentiator.

Role and responsibilities

Evaluate business needs and objectives
Interpret trends and patterns
Analyze and organize raw data, conduct data analysis, and report results
Combine raw data from different sources
Build Data systems and pipelines
Preparing the Design and work on Data Ingestion, Preparation and Transformation.
Develop the scripts for data sourcing and Parsing scripts using Unix , Python.
Create Project Technical Documentation
Collaborate with data scientists and architects on several projects
Technical skills & other requirements

The candidate must have –

Good understanding of Data types, Data Structures and Statistical Analysis
Prior exposure to coding and familiarity with one or more programming languages like Python, Hadoop, Unix Scripting, Java, C++, etc.
Hands on with basic concepts in Software Development and SQL Database design
Great numerical and analytical skills
Qualifications

0 to 1 years of work experience in systems or application development
B.Tech/B.E/M.Tech or MCA degree from a reputed university. Computer science background is preferred.
Company Value
We are an Equal Opportunity Employer. We value diversity at Incedo. We do not discriminate based on race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Show Less",3.7,"Incedo
3.7",Gurgaon,1001 to 5000 Employees,2012.0,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,927578.0,Incedo,10.0,1,0,0,na,na,2952
86,"Data Scientist I, India Machine Learning","₹5,36,214 /yr (est.)","Requires a Master’s degree in CS, statistics or a related field.
Typically requires 4+years of relevant analysis work and domain-area work experience.
Expert in the management, manipulation, and analysis of very large datasets.
Proficient user of specialized data manipulation and analysis tools including: R, Python, SAS, SQL, etc.
Skilled at all stages of the analysis process including defining key business questions, recommending measures, data sources, methodology and study design, dataset creation, analysis execution, interpretation and presentation and publication of results.

Job summary Do you feel the challenge and the adrenaline kick when a huge data-set stares you in the face and you know that somewhere inside are hidden very powerful business insights that can fundamentally alter the way top business leaders think and act? Do you enjoy presenting strong data backed insights to business leaders; insights that can topple their long held beliefs and compel them to change their direction completely? If yes, then you are the one we are looking for. We are looking to invite passionate leaders, with expertise in generate power business insights from very large datasets, on a journey where the primary aim would be to enable needle moving business impacts through cutting edge statistical analysis. We are looking for leaders who can envision the design and development of analytical infrastructure which can support strategic and tactical decision-making. Those who join this high visibility team would have to navigate through significant ambiguity in defining business problems and converting them to analytical problems. This role requires additional exposure and experience to Machine Learning.
5+ years experience projects involving ML and/or DS
Experience in Machine Learning, Statistics, Data Science, or Neural Networks.
Superior verbal and written communication skills, ability to convey rigorous mathematical concepts and considerations to non-experts.
Good knowledge of scientific programming in scripting languages like Python/R/Matlab.
Apply Now: click Apply Now
Show Less",4.3,"ADCI - Haryana
4.3",Gurgaon,10000+ Employees,1994.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,536214.0,ADCI - Haryana,28.0,1,0,0,data scientist,na,2107
87,Data Scientist,"₹8,53,590 /yr (est.)","Data Scientist
Take your next career step at ABB with a global team that is energizing the transformation of society and industry to achieve a more productive, sustainable future. At ABB, we have the clear goal of driving diversity and inclusion across all dimensions: gender, LGBTQ+, abilities, ethnicity and generations. Together, we are embarking on a journey where each and every one of us, individually and collectively, welcomes and celebrates individual differences.

You will be working as Data Scientist in global business operation based in Bangalore. In this role you will be responsible in People Analytics team, you will be working with business leaders and HR community to leverage advanced analytics and insights to create business strategies in areas of Talent Performance and Culture. Reporting to the Team Lead or Global Head of People Analytics, you will be responsible for delivering global projects.
Your responsibilities
You will be responsible for partner with cross-functional and global teams to lead projects solving complex business problems using data science and advanced analytics to frame right questions and predict trends and own completing lifecycle of analytics project from requirement gathering, data extraction to reporting/ presenting the findings in IC role or with the team as per project needs.
Developing interpret algorithms models knowledge in programming ML languages like Python, R and MS Azure and effectively use data mining algorithms such as clustering, decision trees, logistic regression, ARMIA, Bayesian networks, neural networks etc.
Apply appropriate techniques, such as exploratory data analysis, regression, bootstrapping, trees, cluster analysis, survival analysis, forecasting techniques and so on and developing statistical models to support HR Analytics offerings and solutions.
Working on advanced statistical models to measure and improve on-going performance of employee metrics using unstructured data using NoSQL or Data lakes and working with senior stakeholders to help them conceptualize People KPIs and build solutions from scratch, and have a strong bias towards creating clean, powerful, user-focused visualizations to deliver insights and analysis. Technologies used could vary from Power BI, Advanced Excel, VBA, or any other new technology.
Developing frameworks, plug n play solutions using predictive and machine learning techniques on Azure/ Python and executing strategic projects to help ABB drive excellence in talent, performance, and culture.
Extensively work on NLP and free text data using deep learning techniques and zeal to learn new things and implement learnings in an innovative manner and team player with excellent collaboration skills required to work in a global virtual work environment: self-starter, self-motivated and able to lead small to mid-size projects.
Your background
A bachelor’s/master’s degree in Applied Statistics/Mathematics, Engineering, Operations Research, or related field.
Minimum 3 to 6 years of experience in data scientist, Individual contributor candidate who has experience in NLP, python, AI, ML.
Must have programing and coding experience in R, Python or MS Azure and understanding of SDLC, ETL.
Strong experience in finding data patterns and storytelling from disconnected data and business consulting experience will be good.
Good to have 2+ years of developing end-to-end Decision Science solutions: data modeling, ETL and reporting.
Good understanding of SAP/ Workday HCM system is an added advantage.
Excellent communication in English, quantitative, technical, and (oral/written) skills.
More about us
We look forward to receiving your application (documents submitted in English are appreciated). If you want to discover more about ABB, take another look at our website www.abb.com. LI-onsite.
To apply to this job, click Apply Now
Show Less",4.0,"ABB
4.0",Bangalore,10000+ Employees,1883.0,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),0,0,853590.0,ABB,139.0,1,1,0,data scientist,na,3873
88,Data Scientist - GoFood,"₹8,84,942 /yr (est.)","Location
Bengaluru
Work Type
Permanent
Application Posted
May 18, 2022
About the role

If you’re looking to be a part of a dynamic, highly analytical team who enjoys working with data, look no further. As our Data Analyst, you’ll be part of the data team that directly impacts Gojek’s GoFood. You will be building data products to help this team achieve its business objectives. Working alongside fellow analysts, scientists, Product managers and Business, you will be instrumental in helping our stakeholders make data-driven decisions by analysing our sea of data and providing insights on impact of certain strategies or product features, recommendations for new features and designs, building automated dashboards and reports, enabling our scientists with the right insights to drive their ML solutions and much more ! The cherry on top: you’ll have the best opportunities to flex your DS skills as well. Here at GoJek, you’ll see your work come to life and impact hundreds of thousands of our merchant partners and customers on a daily basis.
What You Will Do
Work closely with Product managers and Business stakeholders to understand their day-to-day problems, analyse the impact data-driven decisions can bring, and propose data solutions.
Take ownership of the business outcomes/metrics that the data science solution can bring.
Focus majorly on how to better leverage our content to enable better customer engagement on the platform and grow the volume of mature GoFood users
What You Will Need
3+ years of experience in building machine learning models for product applications with a strong business sense and data-driven role background
Ability to understand business concerns and formulate them as technical problems that can be solved using data and maths/stats/ML
Familiarity with essential data science libraries, including Pandas, Numpy, Scipy, Scikit-Learn
Experience building scalable ML solutions and familiarity with best practices in deployment
Experience working with cross-functional teams including product, design, engineering, mobile to deliver product outcomes using data science
About the Team
Our GoFood Data squad currently consists of around 20 people based in India and Indonesia who run Southeast Asia’s leading GoFood. We oversee all things data and work to become a thought partner for our Business Users, Product Team, and Decision Makers. It’s our job to ensure that they have a structural approach to data-driven problem-solving. Right now, there is only one question we try to solve in our three-way marketplace: how to make customers, drivers, and merchants happy and delighted. We have so far created millions of dollar impact across different journeys of customer - Search, Recommendations, improving discovery of merchants, predicting the food preparation time etc
We work with the PMs hand-in-glove - be it constructing a new machine learning solution or brainstorming on a problem like how do we reduce the wait time for the drive, how do we improve assortment, should we treat convenience seeking customer differently from value seeking customer etc
As a team, we’re concerned not only with the growth of the company, but each other’s personal and professional growths, too. Along with us coming from diverse backgrounds, we often have fun sessions to talk about everything and anything from data information to our current movie list. With WFH becoming more normalized, you best believe we’ve been sharing our favorite ways to prioritize a healthy work-life balance at home (Netflix, anyone? ).
About Gojek
Gojek is a Super App. It is one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and a dozen other products. We are Indonesia’s first decacorn. We are also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.'
Our Mission: To create and scale positive socio-economic impact for our customers, driver-partners, business, and MSMEs.
As of 2018, Gojek processed more than $9 billion in annualized gross transaction value across all markets where it operates - in Singapore, Vietnam, and Indonesia. We have the largest food delivery product in Asia (outside of China) and is the largest payments wallet in Southeast Asia.
Gojek contributed IDR 249 T to the Indonesian economy (equivalent to 2% of Indonesia's GDP in 2020). As of Q1 2021, the Gojek App witnessed over 190mn downloads by customers. The platform has over 2mn Driver Partners & ~900000 Merchant Partners across SEA.
About GoTo Financial
GoTo Financial brings secure, reliable, and user-friendly financial solutions to over 55 million monthly active users, more than 14 million merchants, and over 2.5 million driver-partners eager to benefit from the digital economy in the GoTo ecosystem.
GoTo Financial’s consumer services include GoPay, GoPayLater, and other financial services. We also serve businesses of all sizes through leading payment gateway Midtrans, Indonesia’s largest cloud POS network Moka and GoKasir. We also have the all-in-one merchant solution GoBiz, GoBiz Plus, GoStore, and Selly - available in Indonesia and Southeast Asia.
Gojek and GoTo Financial are committed to building a diverse and inclusive workplace and are equal opportunity employers. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.
Show Less",4.4,"GO-JEK
4.4",Bangalore,1001 to 5000 Employees,2010.0,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,884942.0,GO-JEK,12.0,0,0,0,data scientist,na,5465
89,Supply Chain Network Data & Analytics Specialist,"₹1,74,150 /yr (est.)","Relocation Assistance Offered Within Country
# 141580 - Mumbai, Maharashtra, India

About Colgate-Palmolive:
Do you want to come to work with a smile and leave with one as well? In between those smiles, your day consists of connecting with others across the world, full of stimulating discussions, and making impactful contributions!
If this is how you see your career, Colgate is the place to be! Our diligent household brands, dedicated employees, and sustainability commitments make us a company passionate about building a future to smile about for our employees, consumers, and surrounding communities. We win as a global organization by continually learning and collaborating. The pride in our brand fuels a workplace that encourages creative thinking champions experimentation and promotes authenticity which has contributed to our enduring success. If you want to work for a company that lives by its values, then give your career a reason to smile...every single day.

Role’s top Objectives:
Set up the data & Analytics Transformation roleE for CP India Supply Chain with clear definition of the areas of impacts
Setting up the key processes to accelerate the D&A journey for CP India SC
Establishing the sources and channels for data flow and the analytics cycle for various projects and ongoing core analytics
Continuously identify the analytics opportunities to keep expanding the scope for driving operational efficiencies and transformation work

Core responsibilities:
Partner with stakeholders to Identify, execute and Implement analytics projects to drive the Supply Chain Strat. plans.
Manage local & global project related to digital & Analytics
Testing digital platform and technology transfer
Study the best practices, internally and externally and share and implement the learning’s.
Collaborate with cross functional team to develop innovative solutions for supply chain to
meet business needs
Improve people capability for digital and analytics
Using automated tools to extract data from primary and secondary sources
Developing and maintaining databases, data systems – reorganizing data in a readable format
Performing analysis to assess quality and meaning of data
Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction
Creating and generating periodic reports to share insights for business opportunities
Helping plant teams with technical expertise to build local D&A capabilities

Required Skills & Qualification:
In order of preference
A Supply Chain/manufacturing Professional with 2-3 years post MBA of experience who has done work in the field of Data and Analytics.
Bachelor’s in Data Science/Computer Science/Engineering/Statistics and 5+ years experience required OR Graduate degree in quantitative discipline and demonstrated Data Science skill set, plus 2+ years work experience.

Must have proficiency with applying Data Science techniques on large scale data sets: Machine learning to solve clustering, classification, regression, anomaly detection; Optimization or simulation techniques to solve prescriptive problems. Must have proven ability to derive new insights by merging and transforming internal & external data sets Experience with Big Data technologies desired. Exposure in implementing Industry 4.0 led Digital platform is a plus. Hands-on experience in using Python/R scripting will be useful; along with exposure towards data management through SQL.

Equal Opportunity Employer
Colgate is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, ethnicity, age, disability, marital status, veteran status (United States positions), or any other characteristic protected by law.
Are you interested in working for Colgate-Palmolive? You can apply online and attach all relevant documents such as a cover letter and resume or CV. Applications received by e-mail are not considered in the selection process. Become part of our team. We look forward to your application.
Colgate-Palmolive is a leading global consumer products company, tightly focused on Oral Care, Personal Care, Home Care and Pet Nutrition. Colgate sells its products in over 200 countries and territories around the world under such internationally recognized brand names as Colgate, Palmolive, elmex, Tom’s of Maine, Sorriso, Speed Stick, Lady Speed Stick, Softsoap, Irish Spring, Protex, Sanex, Elta MD, PCA Skin, Ajax, Axion, Fabuloso, Soupline and Suavitel, as well as Hill’s Science Diet and Hill’s Prescription Diet.
For more information about Colgate’s global business, visit the Company’s web site at http://www.colgatepalmolive.com. To learn more about Colgate Bright Smiles, Bright Futures® oral health education program, please visit http://www.colgatebsbf.com. To learn more about Hill's and the Hill’s Food, Shelter & Love program please visit http://www.hillspet.com. To learn more about Tom’s of Maine please visit http://www.tomsofmaine.com.
Reasonable accommodation during the application process is available for persons with disabilities. Please contact Application_Accommodation@colpal.com with the subject ""Accommodation Request"" should you require accommodation.
To apply to this job, click Apply Now
Show Less",4.3,"Colgate-Palmolive
4.3",Mumbai,10000+ Employees,1806.0,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,0,174150.0,Colgate-Palmolive,216.0,1,0,0,na,na,5400
90,Data Scientist,"₹5,66,099 /yr (est.)","Responsibilities
• Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning & validation • Present findings to business users & project management teams • Propose ML based solution approaches & estimates for new use cases • Contribute to AI based modules in Infosys solutions development • Explore new advances in AI continuously and execute PoCs • Mentoring – guide junior team members & evangelize AI in organization Technical skills • Programming: Python, R, SQL • ML algorithms: o Statistical ML algorithms o Deep Neural Network architectures o Model ensembling o Generative AI models o ML for Responsible AI • AI domains - NLP, speech, computer vision, structured data • Learning patterns – supervised, unsupervised, reinforcement learning • Tools for data analysis, auto ML, model deployment & scaling • Knowledge of datasets, pre-built models available in open community and 3rd party providers • Knowledge of software development & architectures • Knowledge of hyperscalers & their AI capabilities – Azure, AWS, GCP
Additional Responsibilities:
Soft Skills • Good verbal & written communication skills – articulate value of AI to business, project managers & other team members • Ability to break complex problem into smaller problems and create hypothesis • Innovation and experimentation Academic background • Degree in quantitative field – mathematics/ statistics/ computer science/ engineering
Preferred Skills:
Bigdata->Spark,Bigdata->Python,Artificial Intelligence->Data Science,Machine Learning->Data Science
Educational Requirements
Bachelor of Engineering
To apply to this job, click Apply Now
Show Less",3.9,"Infosys Limited
3.9",Bangalore,10000+ Employees,1981.0,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,566099.0,Infosys Limited,41.0,1,0,1,data scientist,na,1712
91,Technology Lead : Data Science I Machine Learning,"₹6,03,777 /yr (est.)","Responsibilities
A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. • You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. • You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. • You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
Additional Responsibilities:
• Knowledge of more than one technology • Basics of Architecture and Design fundamentals • Knowledge of Testing tools • Knowledge of agile methodologies • Understanding of Project life cycle activities on development and maintenance projects • Understanding of one or more Estimation methodologies, Knowledge of Quality processes • Basics of business domain to understand the business requirements • Analytical abilities, Strong Technical Skills, Good communication skills • Good understanding of the technology and domain • Ability to demonstrate a sound understanding of software quality assurance principles, SOLID design principles and modelling methods • Awareness of latest technologies and trends • Excellent problem solving, analytical and debugging skills
Technical and Professional Requirements:
• Primary skills:Machine Learning,Machine Learning->Data Science

Preferred Skills:
Machine Learning->Data Science,Machine Learning
Educational Requirements
Bachelor of Engineering
To apply to this job, click Apply Now
Show Less",3.9,"Infosys Limited
3.9",Bangalore,10000+ Employees,1981.0,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,603777.0,Infosys Limited,41.0,0,0,0,mle,senior,2171
92,DNA_Analytics,"₹8,12,637 /yr (est.)","Responsibilities
Applies business processes proficiency to understand the requirements for the business and translates this into an appropriate technical solution using suitable analytical tools. • Enhances and creates advanced processes/procedures and may recommend new tools/technologies. • Guides and provides direction to team members comprised of junior analysts • Understands the requirements for the business and translates this into an appropriate technical solution using suitable analytical tools within the guidelines of the project scope. • Leverages advanced knowledge and experience and translates into a hands-on application to provide solution's in the areas of predictive analytics and data visualization • Guides and provides direction to team members comprised of junior analysts.
Technical and Professional Requirements:
Proficiency with statistical analysis tools (e.g., SAS, SPSS, R), • Hands on experience in Statistical Techniques such as Decision Tree, Segmentation, Logistic and Multiple Regression, and others, • Strong Excel, Access and PowerPoint skills, • Familiarity with database query tools (SQL), • Basic understanding of data warehouse architecture, • Experience of Campaign Management and Customer Segmentation is desirable, • Exposure to US/ overseas markets is preferred, • Domain experience in Retail/Finance/Supply Chain or/and Marketing will be an added bonus
Preferred Skills:
Analytics->Data Science
Generic Skills:
Analytics->Machine Learning
Educational Requirements
Bachelor of Engineering
Start your job application: click Apply Now
Show Less",3.9,"Infosys Limited
3.9",Bangalore,10000+ Employees,1981.0,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,812637.0,Infosys Limited,41.0,0,0,0,na,na,1589
93,Data Strategic Pricing Scientist,"₹5,10,320 /yr (est.)","Want to build a stronger, more sustainable future and cultivate your career? Join Cargill's global team of 155,000 employees who are committed to safe, responsible and sustainable ways to nourish the world. This position is in Cargill’s food ingredients and bio-industrial business, where we anticipate trends around taste, nutrition and safety to innovate and provide solutions to manufacturers, retailers and foodservice companies.
Job Purpose and Impact

The Data Strategic Pricing Scientist will work in multidisciplinary teams to develop proof of concepts, minimum viable products and fully deployable solutions. In this role, you will create innovative predictive models that will deliver significant value to our businesses.

Strategic Pricing Center of Excellence is a central team that works with Cargill’s various Food Ingredients and Bio-industrial (FIBI) businesses. Our mandate is to elevate Strategic Pricing capabilities and practices for FIBI businesses. As part of this, we aim to develop predictive pricing models leveraging Cargill’s vast data supply. To accomplish this, we are looking to build a team of data scientists who will drive this exciting journey.

As a Senior Data Scientist within the Strategic Pricing Center of Excellence, you will work with pricing and other commercial teams, IT, and other data scientists to develop predictive pricing models that enable value-based pricing across Cargill. You will work on a multidisciplinary and collaborative team exploring, connecting, and mining data. You will be working on projects that use statistical modelling and machine learning techniques to develop accurate and robust value-based pricing models. Key Accountabilities

Design decision making solutions and build tools globally relating to fundamental and non-fundamental influences on price levels of food ingredient products and commodity markets
Develop scalable machine learning components to generalize models to other data sources and product groups
Lead the discovery and prototyping of new quantitative pricing models and strategies
Benchmark and back test models to gauge accuracy
Maintain and enhance code repository
Liaison with software development teams and business users to guide development of user-friendly pricing software
Coordinate with the pricing teams on the model's correct usage to validate conclusions and improvement opportunities
Other duties as assigned
Qualifications

Minimum Qualifications
Bachelor’s degree in data science/math/econometrics/engineering/statistics/economics/quant finance.
Minimum of three years of related work experience and an advanced degree in a related field
Strong programming skills, preferably Python
Strong background in statistics
Knowledge of machine learning applications
Fluent in English
Preferred Qualifications
Master’s degree in data science/math/econometrics/engineering/statistics/economics/quant finance.
Prior hands on experience with predictive modelling
Strong SQL skills
Experience managing teams during software development
Experience in software development environment and code management or versioning
Experience working with continuous integration and delivery (CI/CD) pipelines
Experience working with Hadoop and other distributed computing frameworks
Our Offer
We provide a fast paced stimulating international environment, which will stretch your abilities and channel your talents. We also offer competitive salary and benefits combined with outstanding career development opportunities in one of the largest and most solid private companies in the world.

Interested? Then make sure to send us your CV and cover letter in English today:
Follow us on LinkedIn: https://www.linkedin.com/company/cargill
Cargill is committed to being an inclusive employer. Click here to find out more https://careers.cargill.com/diversity/
Show Less",3.6,"Cargill
4.0",Gurgaon,10000+ Employees,1865.0,Company - Private,Crop Production,Agriculture,Unknown / Non-Applicable,0,0,510320.0,Cargill,157.0,1,0,0,na,na,3848
94,"Data Science Manager, AI CoE","₹9,13,300 /yr (est.)","WHAT YOU'LL DO

In a world where Data will be critical for BCG's success, BCG has founded a new cross-functional Agile team, the Global Data Tribe, to create first-class, foundational, enterprise-wide Data capabilities and products to enable better decision-making, generate new insights, attain operational excellence, and minimize firm risk across all BCG functions and teams
The Global Data Tribe is looking for a Data Science Manager to lead the ideation, development, and implementations of data science & AI driven use cases across BCG business functions. The individual will work with data tribe leadership to drive AI/ML adoption in BCG to drive value and help in shaping up this newly formed AI Center of Excellence as part of Global Data Tribe. Individual will work closely with functional areas stakeholders to end to end drive identification, development, implementation, and maintenance of variety of data science use cases across BCG globally with razor sharp focus to realize value from data science & AI.
The ideal candidates will have a customer-centric mindset and enjoy working with cross-functional teams to design and deliver exceptional data science solutions. Will have 7+ years of experience in providing analytics solutions to solve variety of real-life business problems and have delivered significant impact to organizations from ML & AI. Should have strong data science technical capabilities coupled with very good communication skills & business thinking with proven experience in stakeholder engagement and coaching & leading people.

Among your responsibilities, you will:
Be seen as a subject matter expert in data science and will design and build analytics methodologies, solutions, and products to deliver value to BCG
Responsible to identify new use cases opportunities of Data science within business functions and work with stakeholders to quantify value and build concrete data science roadmap journey & plan for execution
Be expected to work as an Individual contributor (IC) as well as manage small team of 2-5 data scientists on day-to-day basis and/or on projects
Collaborate with other data engineers, product owners & team members within Data Tribe and with several stakeholders from functional areas across end to end project lifecycle
Own approach design, choice of tools & techniques, execution & deployment of solution, solution monitoring and regular enhancements
Own work plan, scope, stakeholders’ communication and quality assurance across project lifecycle on day-to-day basis
Mentor & coach data scientists, senior data scientists, data engineers and other junior team members on need basis for a project as well as play a formal & informal role in their career guidance, engagement and growth
As the field of data science is rapidly evolving, you will be responsible for staying current on leading-edge business applications, tools and approaches, deployment & MLOps platforms and bringing them to life in BCG

YOU'RE GOOD AT

Designing advanced AI/ML solutions at scale and applying deep expertise of data science to deliver hands on as individual contributor (IC) and at the same time guiding & mentoring junior team members on projects
Owning end to end responsibility of design, development & operationalization of machine learning solutions at scale to deliver high-quality outcomes
Establishing credibility across stakeholders and building relationships by providing expert guidance on data science use cases and methodologies to execute, and driving successful project delivery & implementation
Analyzing opportunities identified by business stakeholders and evaluate them for technical feasibility & estimate potential value to drive prioritization
Playing an active role in building the team & capabilities e.g. driving learning & development, mentoring & grooming junior team members, team engagement, recruitment, building innovative solutions as proof of concept & whitepapers
Being customer-focused and dedicated to understanding, learning, and influencing customer needs and requirements
Operating with a transparency mindset, communicating clearly and openly

YOU BRING (EXPERIENCE & QUALIFICATIONS)

7+ years of relevant work experience in leading & building data science driven solutions as part of analytics setup in a company/analytics services or 5+ years of consulting experience
5+ years of hands-on experience in building & implementing AI/ML solutions
Deep experience of python programming language coupled with any additional languages experience (e.g. pyspark, R)
Extensive experience of working with large volume of structured and unstructured data and leveraging it to build AI/ML solutions through end-to-end automated data pipelines
Significant experience in working & collaborating with variety of stakeholders & clients throughout data science project lifecycle
Strong communication skills & ability to translate complex solutions into business implications and at the same time being able to explain mathematical process when required
Strong experience in MLOps for AI/ML model deployment & monitoring/enhancements for standalone solutions or as part of larger product
Familiar with provisioning AI/ML infrastructure on cloud and on-prem options to be used for model training/retraining/inference for development/test/production
Deep technical expertise in multiple areas:
Statistics & Machine Learning: Regressions, Clustering techniques, Timeseries techniques, Bagging & boosting trees, Ensemble models, Neural networks
Text mining and unstructured data analytics
Programming language - Python (Must have), PySpark, R, SQL, Hive, Scala
Deep experience with variety of libraries e.g. scikit-learn, TensorFlow, Pytorch, Keras, OpenCV, NLTK
Solutions development & deployment experience in Cloud Platforms e.g AWS, Azure, GCP
Container technologies – Docker, Kubernetes etc.
MLOps one or more services e.g. AWS Sagemaker, Datarobot, Google AutoML, Azure AutoML, H20.ai
Experience on any visualization tool - Tableau, PowerBI, Spotfire, QlikView

YOU'LL WORK WITH

Global functional leaders (Heads of Finance, HR, Marketing, Legal, Risk, IT), product owners and functional area teams across levels
Global Data Tribe Management & teams (Enterprise Data Model, Data Catalog, Master Data Management)
Consulting and internal Data Science teams across BCG
Apply Now: click Apply Now
Show Less",4.1,"Boston Consulting Group
4.1",New Delhi,10000+ Employees,1963.0,Company - Private,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,0,913300.0,Boston Consulting Group,59.0,1,0,1,manager,na,6375
95,DNA_Analytics,"₹8,12,637 /yr (est.)","Responsibilities
Applies business processes proficiency to understand the requirements for the business and translates this into an appropriate technical solution using suitable analytical tools. • Enhances and creates advanced processes/procedures and may recommend new tools/technologies. • Guides and provides direction to team members comprised of junior analysts • Understands the requirements for the business and translates this into an appropriate technical solution using suitable analytical tools within the guidelines of the project scope. • Leverages advanced knowledge and experience and translates into a hands-on application to provide solution's in the areas of predictive analytics and data visualization • Guides and provides direction to team members comprised of junior analysts.
Technical and Professional Requirements:
Proficiency with statistical analysis tools (e.g., SAS, SPSS, R), • Hands on experience in Statistical Techniques such as Decision Tree, Segmentation, Logistic and Multiple Regression, and others, • Strong Excel, Access and PowerPoint skills, • Familiarity with database query tools (SQL), • Basic understanding of data warehouse architecture, • Experience of Campaign Management and Customer Segmentation is desirable, • Exposure to US/ overseas markets is preferred, • Domain experience in Retail/Finance/Supply Chain or/and Marketing will be an added bonus
Preferred Skills:
Analytics->Data Science
Generic Skills:
Analytics->Machine Learning
Educational Requirements
Bachelor of Engineering
To apply to this job, click Apply Now
Show Less",3.9,"Infosys Limited
3.9",Bangalore,10000+ Employees,1981.0,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,812637.0,Infosys Limited,41.0,0,0,0,na,na,1583
96,Data Scientist,"₹5,90,119 /yr (est.)","The Role
Typically:
Executes relatively standardized or repetitive accounting and controlling activities.
Works under close supervision of Manager for all activities.
Works for a small country organization or supporting a region.
Is responsible for one segment of accounting and controlling activities.

This job profile contains generic information and does not describe individual positions or required job competencies. Grading decisions will also depend on other factors.

Disclaimer
Please note: We occasionally amend or withdraw Shell jobs and reserve the right to do so at any time, including prior to the advertised closing date. Before applying, you are advised to read our data protection policy. This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch/Shell Group companies around the world. The Shell Group and its approved recruitment consultants will never ask you for a fee to process or consider your application for a career with Shell. Anyone who demands such a fee is not an authorised Shell representative and you are strongly advised to refuse any such demand. Shell is an Equal Opportunity Employer.
Apply Now: click Apply Now
Show Less",4.1,"Shell
4.1",Bangalore,10000+ Employees,1907.0,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),0,0,590119.0,Shell,115.0,0,0,0,data scientist,na,1260
